year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2014,1,cliff_upper,no,NA,NA,NA,NA,419.5153459,1101.257556,5,966,966 _ 2014
2015,1,cliff_upper,no,NA,NA,NA,NA,1045.749539,2728.476335,4,966,966 _ 2015
2016,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,966,966 _ 2016
2016,0,picnic_middle,NA,NA,NA,NA,NA,299.4308509,670.7155975,3,1866,1866 _ 2016
2012,1,river_rivermound,no,NA,NA,NA,NA,388.286572,1621.693309,9,1708,1708 _ 2012
2013,1,river_rivermound,no,NA,NA,NA,NA,1645.661729,3202.05617,10,1708,1708 _ 2013
2014,1,river_rivermound,wean,4,NA,NA,NA,2603.05528,3188.849423,2,1708,1708 _ 2014
2015,1,river_rivermound,preg,NA,NA,NA,NA,2649.823465,3553.760795,2,1708,1708 _ 2015
2016,1,river_sprucemound,preg,NA,NA,NA,NA,2598.790384,3574.814409,1,1708,1708 _ 2016
2017,1,river_southmound,preglac,NA,NA,NA,NA,2736.813204,4044.471103,2,1708,1708 _ 2017
2018,NA,river_rivermound,preglac,NA,NA,NA,NA,2916.331031,3562.686563,1,1708,1708 _ 2018
2011,1,northpk,no,NA,NA,NA,NA,995.9158498,3063.19419,1,330,330 _ 2011
2012,0,picnic_lower,wean,2,NA,NA,NA,NA,NA,NA,330,330 _ 2012
2012,1,picnic_lower,NA,NA,NA,NA,NA,512.2763373,1679.115184,8,470,470 _ 2012
2013,1,picnic_lower,no,NA,NA,NA,NA,1515.43882,3502.313799,4,470,470 _ 2013
2014,0,picnic_middle,no,NA,NA,NA,NA,2676.899541,3890.224591,2,470,470 _ 2014
2012,1,picnic_upper,no,NA,NA,NA,NA,2067.877553,3449.521009,6,185,185 _ 2012
2013,1,picnic_middle,no,NA,NA,NA,NA,2332.387302,3098.37111,1,185,185 _ 2013
2014,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,185,185 _ 2014
2012,0,picnic_lower,no,NA,NA,NA,NA,411.300602,1298.976121,5,684,684 _ 2012
2014,0,stonefield_main,no,NA,NA,NA,NA,382.187805,1032.163504,2,818,818 _ 2014
2015,1,boulder,no,NA,NA,NA,NA,360.1070568,1115.354316,8,40,40 _ 2015
2016,1,boulder,no,NA,NA,NA,NA,1107.71459,2727.496339,10,40,40 _ 2016
2017,0,boulder,preg,NA,NA,NA,NA,2090.770639,3888.270651,6,40,40 _ 2017
2014,0,picnic_lower,no,NA,NA,NA,NA,347.6896936,1028.967365,2,1694,1694 _ 2014
2014,1,picnic_lower,no,NA,NA,NA,NA,242.1727056,809.6695064,3,1119,1119 _ 2014
2015,1,picnic_lower,no,NA,NA,NA,NA,879.8980115,2374.743279,8,1119,1119 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,2024.580413,3219.246036,1,1119,1119 _ 2016
2017,1,picnic_lower,lac,NA,NA,NA,NA,2204.299311,3045.421479,5,1119,1119 _ 2017
2018,NA,picnic_lower,lac,NA,NA,NA,NA,2552.504974,3415.014794,6,1119,1119 _ 2018
2015,1,river_sprucemound,no,NA,NA,NA,NA,269.9597716,1261.616345,3,1376,1376 _ 2015
2016,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,1376,1376 _ 2016
2015,1,mm_aspen,no,NA,NA,NA,NA,244.5817878,988.9832648,5,1825,1825 _ 2015
2016,1,mm_aspen,no,NA,NA,NA,NA,911.4577436,2564.776615,6,1825,1825 _ 2016
2017,1,mm_aspen,no,NA,NA,NA,NA,1570.754788,3251.511615,1,1825,1825 _ 2017
2018,NA,mm_aspen,preg,NA,NA,NA,NA,2423.33887,3197.269451,2,1825,1825 _ 2018
2014,0,picnic_lower,no,NA,NA,NA,dog,353.1331389,1026.350469,3,803,803 _ 2014
2014,1,mm_maintalus,no,NA,NA,NA,NA,512.6233367,1259.499032,5,191,191 _ 2014
2015,0,mm_maintalus,no,NA,NA,NA,NA,1341.59853,2978.960111,8,191,191 _ 2015
2017,1,boulder,scro,NA,NA,NA,NA,2188.706116,3629.958914,3,1533,1533 _ 2017
2018,NA,boulder,no,NA,NA,NA,NA,3016.790071,4254.669015,5,1533,1533 _ 2018
2015,0,gothictown,no,NA,NA,NA,NA,361.7999155,1399.130953,2,1583,1583 _ 2015
2015,0,rvannex,no,NA,NA,NA,NA,249.9960392,839.6598608,2,1192,1192 _ 2015
2015,1,rvannex,no,NA,NA,NA,NA,257.7719963,801.4441288,7,1623,1623 _ 2015
2016,1,rvannex,no,NA,NA,NA,NA,951.8112987,2462.119689,7,1623,1623 _ 2016
2017,1,rvannex,no,NA,NA,NA,NA,1876.360525,3351.499144,6,1623,1623 _ 2017
2018,NA,rvannex,lac,NA,NA,NA,NA,2364.705156,3051.446463,5,1623,1623 _ 2018
2014,0,picnic_middle,no,NA,NA,NA,NA,337.4493335,1084.948158,3,1677,1677 _ 2014
2014,0,stonefield_main,no,NA,NA,NA,NA,348.2586,830.3832445,2,414,414 _ 2014
2014,1,mm_maintalus,no,NA,NA,NA,NA,564.5496057,1267.924139,6,82,82 _ 2014
2015,1,mm_maintalus,no,NA,NA,NA,NA,1680.069267,3488.301788,1,82,82 _ 2015
2016,0,mm_maintalus,NA,NA,NA,NA,NA,NA,NA,NA,82,82 _ 2016
2015,1,northpk,no,NA,NA,NA,NA,439.3748946,1091.551032,2,377,377 _ 2015
2016,0,northpk,no,NA,NA,NA,NA,836.2578598,2378.188686,1,377,377 _ 2016
2017,0,picnic_lower,no,NA,NA,NA,NA,278.0501221,840.9496002,12,726,726 _ 2017
2013,1,picnic_lower,no,NA,NA,NA,NA,363.9858518,1024.700864,5,1282,1282 _ 2013
2014,0,picnic_lower,no,NA,NA,NA,trap,829.891299,1593.304376,3,1282,1282 _ 2014
2013,1,cliff_upper,no,NA,NA,NA,NA,542.0199786,1391.899401,3,1662,1662 _ 2013
2014,0,cliff_upper,no,NA,NA,NA,NA,1254.613696,3038.124653,1,1662,1662 _ 2014
2015,0,gothictown,no,NA,NA,NA,NA,293.1255468,1147.969338,3,1897,1897 _ 2015
2013,1,cliff_upper,no,NA,NA,NA,NA,574.1484204,1442.350887,2,465,465 _ 2013
2014,1,cliff_upper,no,NA,NA,NA,NA,1159.324135,2911.590925,1,465,465 _ 2014
2015,1,cliff_upper,wean,6,NA,NA,NA,2790.822422,3073.931729,3,465,465 _ 2015
2016,1,cliff_upper,lac,NA,NA,NA,NA,2636.139516,3124.618455,3,465,465 _ 2016
2017,1,cliff_upper,preg,NA,NA,NA,NA,2782.544104,4053.413392,2,465,465 _ 2017
2018,NA,cliff_upper,preglac,NA,NA,NA,NA,3073.110211,3983.05181,2,465,465 _ 2018
2014,0,saltlick,no,NA,NA,NA,NA,1470.764905,3194.771296,2,17,17 _ 2014
2014,0,saltlick,no,NA,NA,NA,NA,1447.277863,3184.558195,1,309,309 _ 2014
2013,1,cliff_upper,no,NA,NA,NA,NA,581.3225379,1468.399226,3,1381,1381 _ 2013
2014,0,cliff_upper,no,NA,NA,NA,NA,1298.918572,2917.664999,1,1381,1381 _ 2014
2014,0,picnic_middle,no,NA,NA,NA,NA,1841.989658,3604.849102,1,1684,1684 _ 2014
2014,0,talus,no,NA,NA,NA,NA,3084.193826,4165.035691,1,1616,1616 _ 2014
2014,0,gothictown,no,NA,NA,NA,NA,452.8381028,1698.30986,2,1731,1731 _ 2014
2014,0,saltlick,no,NA,NA,NA,NA,1430.829845,3156.411627,1,345,345 _ 2014
2013,0,gothictown,no,NA,NA,NA,NA,389.7832524,1480.561442,6,975,975 _ 2013
2013,0,avalanche,no,NA,NA,NA,NA,425.5848802,1586.224843,7,30,30 _ 2013
2013,0,avalanche,no,NA,NA,NA,NA,411.7656122,1406.029822,8,1373,1373 _ 2013
2013,1,cliff_upper,no,NA,NA,NA,NA,621.113309,1532.39339,2,1355,1355 _ 2013
2014,0,saltlick,no,NA,NA,NA,NA,1327.978709,3246.903432,3,1355,1355 _ 2014
2013,1,cliff_upper,no,NA,NA,NA,NA,583.2850716,1426.956248,1,89,89 _ 2013
2014,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,89,89 _ 2014
2014,0,saltlick,preg,NA,NA,NA,NA,1258.344321,3047.099111,1,591,591 _ 2014
2014,1,picnic_lower,no,NA,NA,NA,NA,448.4728592,1044.027527,8,254,254 _ 2014
2015,1,picnic_lower,no,NA,NA,NA,NA,849.3089102,2428.776303,5,254,254 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,1933.62599,3125.313116,1,254,254 _ 2016
2014,0,talus,no,NA,NA,NA,NA,1362.699502,3314.910336,2,1428,1428 _ 2014
2014,1,picnic_lower,sire,10,NA,NA,NA,2906.568505,4201.638222,1,1211,1211 _ 2014
2015,0,picnic_lower,scro,NA,NA,NA,NA,3245.528868,4549.658215,1,1211,1211 _ 2015
2015,0,bench,no,NA,NA,NA,NA,436.9262275,1456.07393,2,552,552 _ 2015
2015,0,gothictown,no,NA,NA,NA,NA,383.2208349,1430.165178,4,995,995 _ 2015
2015,1,picnic_lower,no,NA,NA,NA,NA,273.7196614,727.5142197,5,1942,1942 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,768.393329,2623.233223,8,1942,1942 _ 2016
2015,0,northpk,no,NA,NA,NA,NA,372.9317094,986.0852915,1,603,603 _ 2015
2015,1,river_sprucemound,no,NA,NA,NA,NA,451.1944266,1784.956451,8,629,629 _ 2015
2016,1,river_southmound,no,NA,NA,NA,NA,1766.180244,3404.384032,4,629,629 _ 2016
2017,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,629,629 _ 2017
2015,0,river_southmound,no,NA,NA,NA,NA,389.0262472,1440.096961,4,1896,1896 _ 2015
2015,0,rvannex,no,NA,NA,NA,NA,247.9020099,863.3242563,8,1999,1999 _ 2015
2015,1,rvannex,no,NA,NA,NA,NA,372.3014479,1139.834161,9,957,957 _ 2015
2016,1,rvannex,no,NA,NA,NA,NA,1218.854581,2886.460491,5,957,957 _ 2016
2017,1,rvannex,no,NA,NA,NA,NA,2068.476371,4014.524948,5,957,957 _ 2017
2018,NA,rvannex,no,NA,NA,NA,NA,2746.236151,3792.757456,5,957,957 _ 2018
2015,1,river_sprucemound,no,NA,NA,NA,NA,380.403152,1684.40533,4,4,4 _ 2015
2016,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,4,4 _ 2016
2015,1,river_sprucemound,no,NA,NA,NA,NA,465.2762356,1904.544033,11,602,602 _ 2015
2016,0,river_southmound,no,NA,NA,NA,NA,1933.318863,4344.13906,3,602,602 _ 2016
2015,1,river_southmound,no,NA,NA,NA,NA,347.1750219,1543.425142,3,1297,1297 _ 2015
2016,0,river_sprucemound,no,NA,NA,NA,NA,1321.287658,2865.792953,2,1297,1297 _ 2016
2013,0,avalanche,no,NA,NA,NA,NA,374.6453368,1406.323968,8,1034,1034 _ 2013
2013,0,river_sprucemound,no,NA,NA,NA,NA,478.0898776,1601.281273,5,1736,1736 _ 2013
2013,0,gothictown,no,NA,NA,NA,NA,409.1655585,1642.059844,4,1608,1608 _ 2013
2013,0,avalanche,no,NA,NA,NA,NA,504.2726662,1824.641097,6,222,222 _ 2013
2013,1,river_southmound,no,NA,NA,NA,NA,505.4341055,1726.619936,7,770,770 _ 2013
2014,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,770,770 _ 2014
2013,0,river_sprucemound,no,NA,NA,NA,NA,292.1231224,1398.840716,2,469,469 _ 2013
2013,0,river_southmound,no,NA,NA,NA,NA,263.1389809,1393.598349,2,380,380 _ 2013
2017,0,gothictown,no,NA,NA,NA,NA,368.5397744,1665.940155,3,444,444 _ 2017
2013,0,boulder,no,NA,NA,NA,NA,525.0168455,1434.911099,2,1130,1130 _ 2013
2013,0,picnic_lower,no,NA,NA,NA,NA,795.4212232,1932.602513,3,1581,1581 _ 2013
2017,1,mm_maintalus,no,NA,NA,NA,NA,358.3931864,1632.748926,8,43,43 _ 2017
2018,NA,mm_maintalus,scro,NA,NA,NA,NA,1644.524239,3126.046871,3,43,43 _ 2018
2012,0,boulder,no,NA,NA,NA,NA,1093.479787,1311.638223,1,1738,1738 _ 2012
2015,1,picnic_upper,no,NA,NA,NA,NA,584.2529301,1403.564074,4,777,777 _ 2015
2016,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,777,777 _ 2016
2014,1,gothictown,no,NA,NA,NA,NA,1698.530279,2137.699158,3,186,186 _ 2014
2015,1,gothictown,sire,8,NA,NA,NA,3637.173136,5247.240554,2,186,186 _ 2015
2016,1,gothictown,NA,NA,NA,NA,NA,3742.23255,5502.555064,1,186,186 _ 2016
2017,1,gothictown,scro,NA,NA,NA,NA,3781.660027,5711.328893,1,186,186 _ 2017
2018,NA,gothictown,scro,NA,NA,NA,NA,4216.913019,5810.022119,1,186,186 _ 2018
2012,1,cliff_upper,NA,NA,NA,NA,NA,853.6430144,1594.684194,1,538,538 _ 2012
2013,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,538,538 _ 2013
2012,1,cliff_upper,NA,NA,NA,NA,NA,736.5074283,1335.249875,2,1168,1168 _ 2012
2013,1,cliff_upper,no,NA,NA,NA,NA,1451.290427,3216.593366,1,1168,1168 _ 2013
2014,1,saltlick,wean,1,NA,NA,NA,2474.755853,3376.224814,1,1168,1168 _ 2014
2015,1,cliff_upper,wean,2,NA,NA,NA,2702.210345,3178.287858,2,1168,1168 _ 2015
2016,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1168,1168 _ 2016
2012,0,bench,no,NA,NA,NA,NA,259.8520361,858.5668079,5,1206,1206 _ 2012
2012,1,picnic_lower,no,NA,NA,NA,NA,361.5228186,1289.806582,4,1850,1850 _ 2012
2013,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1850,1850 _ 2013
2014,0,bench,no,NA,NA,NA,car,325.6327601,1160.065373,1,409,409 _ 2014
2013,0,avalanche,no,NA,NA,NA,NA,458.3718498,1616.542687,6,1772,1772 _ 2013
2012,1,picnic_lower,no,NA,NA,NA,NA,422.1877977,979.4234377,7,710,710 _ 2012
2013,0,picnic_lower,no,NA,NA,NA,NA,1073.596247,2804.017205,4,710,710 _ 2013
2012,1,cliff_upper,NA,NA,NA,NA,NA,830.285635,1562.387002,1,1542,1542 _ 2012
2013,0,cliff_upper,NA,NA,NA,NA,NA,NA,NA,NA,1542,1542 _ 2013
2014,1,bench,no,NA,NA,NA,NA,299.1710426,1143.979928,6,578,578 _ 2014
2015,0,bench,no,NA,NA,NA,NA,1668.164861,3705.93692,6,578,578 _ 2015
2013,1,mm_maintalus,no,NA,NA,NA,NA,532.5968174,1038.735176,5,1359,1359 _ 2013
2014,0,mm_maintalus,no,NA,NA,NA,NA,1354.148638,3115.6879,1,1359,1359 _ 2014
2012,1,picnic_middle,no,NA,NA,NA,NA,454.3893604,1146.984695,5,1539,1539 _ 2012
2013,0,picnic_middle,no,NA,NA,NA,NA,1346.957999,2965.655956,3,1539,1539 _ 2013
2012,1,northpk,no,NA,NA,NA,NA,525.5255286,861.4264771,2,1453,1453 _ 2012
2013,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1453,1453 _ 2013
2015,0,gothictown,no,NA,NA,NA,NA,331.0364935,1326.145856,7,1113,1113 _ 2015
2014,0,northpk,no,NA,NA,NA,NA,676.5017744,1362.277653,1,32,32 _ 2014
2013,1,boulder,no,NA,NA,NA,NA,1072.992905,2655.406156,1,1500,1500 _ 2013
2014,1,northpk,wean,4,NA,NA,NA,2282.706652,3111.195459,3,1500,1500 _ 2014
2015,1,northpk,wean,2,NA,NA,NA,2713.922856,3884.638018,2,1500,1500 _ 2015
2016,0,northpk,preglac,NA,NA,NA,NA,2749.715401,3752.722542,2,1500,1500 _ 2016
2014,1,picnic_lower,no,NA,NA,NA,NA,412.9657705,982.6185458,3,1902,1902 _ 2014
2015,0,picnic_lower,no,NA,NA,NA,NA,1131.786256,2795.09384,1,1902,1902 _ 2015
2017,0,gothictown,no,NA,NA,NA,fox,318.9748831,1769.240712,5,1201,1201 _ 2017
2015,0,gothictown,no,NA,NA,NA,NA,324.4781131,1224.930759,2,481,481 _ 2015
2014,1,picnic_lower,no,NA,NA,NA,NA,489.2570993,1100.145294,5,401,401 _ 2014
2015,1,picnic_lower,no,NA,NA,NA,NA,1067.424419,2663.301246,6,401,401 _ 2015
2016,1,picnic_lower,lac,NA,NA,NA,NA,1923.401778,2978.224592,6,401,401 _ 2016
2017,1,picnic_lower,lac,NA,NA,NA,NA,2191.531343,3161.181627,12,401,401 _ 2017
2018,NA,picnic_lower,lac,NA,NA,NA,NA,2483.473065,3345.097605,5,401,401 _ 2018
2017,1,picnic_lower,scro,NA,NA,NA,NA,400.7335225,1088.782468,7,456,456 _ 2017
2018,NA,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,456,456 _ 2018
2017,0,picnic_lower,no,NA,NA,NA,NA,645.7395837,1393.111035,5,368,368 _ 2017
2012,1,picnic_lower,no,NA,NA,NA,NA,403.2638259,1449.455265,2,1658,1658 _ 2012
2013,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1658,1658 _ 2013
2013,0,mm_maintalus,no,NA,NA,NA,NA,396.2781632,837.3178593,6,959,959 _ 2013
2014,0,mm_aspen,no,NA,NA,NA,NA,545.2550757,1654.225439,3,226,226 _ 2014
2014,0,mm_aspen,no,NA,NA,NA,NA,386.6752331,1484.118403,5,97,97 _ 2014
2014,1,stonefield_main,wean,4,NA,NA,NA,1673.211319,2155.689502,1,948,948 _ 2014
2015,1,stonefield_main,wean,3,NA,NA,NA,2251.743874,2877.473614,1,948,948 _ 2015
2016,0,stonefield_main,lac,NA,NA,NA,NA,2227.390081,2980.07603,1,948,948 _ 2016
2012,0,mm_aspen,no,NA,NA,NA,NA,302.935098,1414.714336,2,1952,1952 _ 2012
2012,0,mm_aspen,no,NA,NA,NA,NA,335.0264131,1442.015245,3,1503,1503 _ 2012
2012,1,mm_maintalus,no,NA,NA,NA,NA,432.6756656,1829.591296,7,1810,1810 _ 2012
2013,0,mm_maintalus,scro,NA,NA,NA,NA,1875.934299,3740.204392,3,1810,1810 _ 2013
2012,1,northpk,no,NA,NA,NA,NA,438.9526145,1522.722275,5,589,589 _ 2012
2013,1,northpk,NA,NA,NA,NA,NA,NA,NA,NA,589,589 _ 2013
2015,1,northpk,no,NA,NA,NA,NA,2522.161584,3108.167719,1,589,589 _ 2015
2016,0,northpk,lac,NA,NA,NA,NA,2553.363178,3391.131068,5,589,589 _ 2016
2012,0,mm_aspen,no,NA,NA,NA,NA,324.0311774,1456.699682,2,534,534 _ 2012
2012,0,kylecabin,no,NA,NA,NA,road_kill,350.7557403,1223.05784,4,1227,1227 _ 2012
2014,1,northpk,no,NA,NA,NA,NA,642.8130213,1305.975383,3,1914,1914 _ 2014
2015,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1914,1914 _ 2015
2015,0,northpk,wean,7,NA,NA,NA,2554.451567,2803.18576,4,1296,1296 _ 2015
2014,0,picnic_lower,no,NA,NA,NA,dog,324.7865277,987.4656282,2,1926,1926 _ 2014
2015,1,northpk,no,NA,NA,NA,NA,343.9574569,941.8724573,2,1127,1127 _ 2015
2016,0,northpk,no,NA,NA,NA,NA,923.0572758,2534.765915,1,1127,1127 _ 2016
2014,0,picnic_upper,no,NA,NA,NA,NA,379.3204868,1113.659563,1,1043,1043 _ 2014
2015,0,gothictown,no,NA,NA,NA,NA,340.7472475,1213.066306,3,364,364 _ 2015
2014,1,picnic_lower,no,NA,NA,NA,NA,510.2986322,1123.155366,4,1318,1318 _ 2014
2015,1,picnic_upper,no,NA,NA,NA,NA,1084.494107,2568.523014,9,1318,1318 _ 2015
2016,0,picnic_lower,scro,NA,NA,NA,NA,2175.162504,3899.68068,1,1318,1318 _ 2016
2014,1,picnic_lower,no,NA,NA,NA,NA,482.8343445,1062.737413,5,659,659 _ 2014
2015,1,picnic_lower,no,NA,NA,NA,NA,1021.093176,2565.690522,5,659,659 _ 2015
2016,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,659,659 _ 2016
2017,0,picnic_lower,lac,NA,NA,NA,NA,2069.35473,2876.321486,11,659,659 _ 2017
2014,0,picnic_lower,no,NA,NA,NA,NA,563.0942529,1464.246426,1,763,763 _ 2014
2014,0,mm_aspen,no,NA,NA,NA,NA,339.7572178,1129.104522,2,1111,1111 _ 2014
2015,1,northpk,no,NA,NA,NA,NA,414.4541066,1055.983035,1,1917,1917 _ 2015
2016,1,northpk,no,NA,NA,NA,NA,905.5757825,2515.882228,2,1917,1917 _ 2016
2017,1,boulder,no,NA,NA,NA,NA,1814.914327,3393.092695,2,1917,1917 _ 2017
2018,NA,boulder,preg,NA,NA,NA,NA,2580.615198,3572.845155,5,1917,1917 _ 2018
2014,0,picnic_upper,no,NA,NA,NA,NA,236.2109317,768.2546028,1,1516,1516 _ 2014
2014,0,picnic_upper,no,NA,NA,NA,NA,382.1141001,1150.752935,1,1726,1726 _ 2014
2015,1,picnic_lower,no,NA,NA,NA,NA,326.5299242,945.1018889,7,981,981 _ 2015
2016,0,picnic_lower,no,NA,NA,NA,NA,970.1945253,2708.552343,11,981,981 _ 2016
2014,0,picnic_upper,no,NA,NA,NA,NA,360.5838097,1077.679579,1,1073,1073 _ 2014
2014,1,northpk,no,NA,NA,NA,NA,611.9630077,1247.593634,3,443,443 _ 2014
2015,1,northpk,preg,NA,NA,NA,NA,1106.211908,2766.97817,4,443,443 _ 2015
2016,0,northpk,lac,NA,NA,NA,NA,2070.60721,3091.054553,3,443,443 _ 2016
2014,0,picnic_lower,no,NA,NA,NA,NA,649.7713677,1541.956478,1,565,565 _ 2014
2014,0,picnic_lower,no,NA,NA,NA,car,317.3519879,1020.882259,5,827,827 _ 2014
2014,1,river_rivermound,no,NA,NA,NA,NA,271.7285897,1039.465636,6,535,535 _ 2014
2015,1,gothictown,no,NA,NA,NA,NA,1601.272594,3873.536462,3,535,535 _ 2015
2016,0,mm_maintalus,scro,NA,NA,NA,NA,2434.238459,4212.360319,2,535,535 _ 2016
2014,0,northpk,no,NA,NA,NA,NA,623.4353073,1295.118014,2,1660,1660 _ 2014
2014,0,picnic_lower,no,NA,NA,NA,NA,251.2811071,861.5945675,2,315,315 _ 2014
2014,1,boulder,no,NA,NA,NA,NA,767.5456472,1541.441254,3,616,616 _ 2014
2015,0,boulder,no,NA,NA,NA,NA,1536.179094,3312.456982,3,616,616 _ 2015
2014,1,gothictown,no,NA,NA,NA,NA,1344.495284,1674.199916,3,289,289 _ 2014
2015,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,289,289 _ 2015
2014,1,picnic_lower,no,NA,NA,NA,NA,413.9121783,1116.158665,5,695,695 _ 2014
2015,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,695,695 _ 2015
2014,1,picnic_lower,no,NA,NA,NA,NA,440.9089744,1000.903766,3,1124,1124 _ 2014
2015,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1124,1124 _ 2015
2016,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1124,1124 _ 2016
2014,0,picnic_lower,no,NA,NA,NA,NA,396.5409993,1117.449254,2,252,252 _ 2014
2014,0,picnic_lower,no,NA,NA,NA,dog,277.5402553,788.7157937,4,93,93 _ 2014
2017,0,picnic_lower,no,NA,NA,NA,NA,285.8671188,1023.589425,6,1444,1444 _ 2017
2014,0,emeraldlake,no,NA,NA,NA,NA,589.8939744,1604.92444,1,146,146 _ 2014
2015,0,gothictown,no,NA,NA,NA,NA,321.7217155,1397.509075,6,1400,1400 _ 2015
2014,0,mm_aspen,no,NA,NA,NA,NA,503.6413179,1493.549765,3,208,208 _ 2014
2014,0,cliff_lower,no,NA,NA,NA,NA,376.1571396,828.1955552,1,503,503 _ 2014
2014,0,cliff_upper,no,NA,NA,NA,NA,486.0281337,1207.39627,3,1481,1481 _ 2014
2015,0,picnic_lower,no,NA,NA,NA,NA,171.5259113,562.1024875,3,225,225 _ 2015
2014,0,emeraldlake,no,NA,NA,NA,NA,566.8099835,1562.52618,1,1802,1802 _ 2014
2014,0,mm_aspen,no,NA,NA,NA,NA,481.3302508,1482.306771,3,1451,1451 _ 2014
2014,0,cliff_upper,no,NA,NA,NA,NA,439.1726056,1137.21211,1,339,339 _ 2014
2015,0,mm_maintalus,no,NA,NA,NA,NA,359.7191818,1301.738983,4,1695,1695 _ 2015
2015,1,river_southmound,no,NA,NA,NA,NA,489.7782441,2014.136433,9,1469,1469 _ 2015
2016,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,1469,1469 _ 2016
2015,1,mm_aspen,no,NA,NA,NA,NA,384.8927819,1407.558814,3,302,302 _ 2015
2016,1,mm_aspen,no,NA,NA,NA,NA,1030.691628,2741.172264,3,302,302 _ 2016
2017,1,mm_maintalus,no,NA,NA,NA,NA,1775.116728,3466.712691,1,302,302 _ 2017
2018,NA,mm_aspen,preg,NA,NA,NA,NA,2600.195665,3400.937485,2,302,302 _ 2018
2015,1,picnic_lower,no,NA,NA,NA,NA,368.0017671,1016.091395,6,1553,1553 _ 2015
2016,1,picnic_lower,no,NA,NA,NA,NA,988.6992893,2644.008556,8,1553,1553 _ 2016
2017,0,picnic_lower,preg,NA,NA,NA,NA,1885.80844,3691.367224,4,1553,1553 _ 2017
2015,1,picnic_lower,no,NA,NA,NA,NA,383.3441066,1002.76442,2,894,894 _ 2015
2016,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,894,894 _ 2016
2015,1,picnic_lower,no,NA,NA,NA,NA,339.0927905,979.4659563,10,61,61 _ 2015
2016,1,picnic_lower,scro,NA,NA,NA,NA,1013.969757,3254.994352,8,61,61 _ 2016
2017,0,picnic_lower,scro,NA,NA,NA,NA,2011.231648,3576.38435,1,61,61 _ 2017
2015,0,picnic_upper,no,NA,NA,NA,NA,297.6005372,746.1301784,3,1088,1088 _ 2015
2015,1,cliff_upper,no,NA,NA,NA,NA,390.5760892,997.6739517,3,571,571 _ 2015
2016,1,cliff_upper,no,NA,NA,NA,NA,793.1167347,2244.750464,2,571,571 _ 2016
2017,1,cliff_upper,no,NA,NA,NA,NA,1675.830248,3219.451469,3,571,571 _ 2017
2018,NA,cliff_upper,preglac,NA,NA,NA,NA,2415.89322,3011.338852,4,571,571 _ 2018
2017,1,gothictown,no,NA,NA,NA,NA,334.2484236,1540.960609,9,900,900 _ 2017
2018,NA,gothictown,no,NA,NA,NA,NA,1820.913754,3103.793361,6,900,900 _ 2018
2015,0,bellview,no,NA,NA,NA,NA,498.3038481,1459.040532,1,1701,1701 _ 2015
2015,1,mm_maintalus,no,NA,NA,NA,NA,341.1791695,1492.90598,6,14,14 _ 2015
2016,0,mm_maintalus,no,NA,NA,NA,NA,1426.905105,3509.542909,5,14,14 _ 2016
2015,1,boulder,no,NA,NA,NA,NA,506.7504438,1491.585687,5,1943,1943 _ 2015
2016,0,boulder,no,NA,NA,NA,NA,1279.087904,3516.236019,4,1943,1943 _ 2016
2015,0,bellview,no,NA,NA,NA,NA,576.600093,1610.959866,1,1872,1872 _ 2015
2015,1,mm_maintalus,no,NA,NA,NA,NA,398.3336684,1571.223139,6,1300,1300 _ 2015
2016,0,mm_maintalus,no,NA,NA,NA,NA,1395.321596,3356.980792,2,1300,1300 _ 2016
2015,1,boulder,no,NA,NA,NA,NA,477.7486053,1432.609768,4,1001,1001 _ 2015
2016,0,boulder,no,NA,NA,NA,NA,1355.194085,3613.526695,5,1001,1001 _ 2016
2015,0,northpk,no,NA,NA,NA,NA,435.1491501,1097.820825,3,413,413 _ 2015
